is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Into	-	#90	into	PREP	PREP	/ˈɪntuː/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	안으로, ~속으로	expressing movement or action with the result that someone or something becomes enclosed or surrounded	From Old English 'into', combination of 'in' + 'to'.	compound (in + to)	compound	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	25	5급	초급	preposition	inside|within	in|inside|within	out of	go into|get into|turn into|look into|run into	none	general	general	direction, movement	Global	current	Students will be able to use 'into' to describe movement from outside to inside.	Basic prepositions (in, on, at).	Confusion with 'in' (static vs movement). Incorrect usage 'in to' vs 'into'.	Visual demonstrations, movement activities.	She walked into the room.	The company is looking into expanding its operations overseas.	The investigation delved into the complexities of the case.	TRUE	TRUE	TRUE	10	2026-01-12 10:01:30	3.3	완료	A++	LLM분석(1회시도,완성도100%)	58
☐	Where	-	210	where	ADV	WRB	/weər/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	어디에, 어디서	in or to what place or position	From Old English 'hwǣr', from Proto-Germanic '*hwar'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	27	5급	초급	adverb|conjunction	wherever	wherever	none	where is|where are|where do|where did|where can	none	general	general	location, questions	Global	current	Students will be able to use 'where' for location questions.	Basic question words and location concepts.	Preposition usage with 'where'. Confusion with 'were'.	Use maps and location games.	Where is the library?	I know where you live.	Where traditional methods fail, innovation becomes necessary.	TRUE	TRUE	TRUE	10	2026-01-13 10:03:50	3.3	완료	A++	LLM분석(1회시도,완성도100%)	81
☐	Who	-	215	who	PRON	WH	/huː/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	누구	what or which person or people	From Old English 'hwā', from Proto-Germanic '*hwaz'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	29	5급	초급	pronoun	whom	whom	none	who is|who are|who was|who did|who can	none	general	general	people, questions	Global	current	Students will be able to use 'who' to ask about people.	Basic question words.	'Who' vs 'whom'. Question formation.	Use identity games and people descriptions.	Who is that?	I know who she is.	Who can determine the validity of such claims?	TRUE	TRUE	TRUE	10	2026-01-13 10:04:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	82
☐	Which	-	220	which	DET	WDT	/wɪtʃ/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	어느, 어떤	asking for information specifying one or more from a set	From Old English 'hwilc', from Proto-Germanic '*hwilīkaz'.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	32	5급	초급	determiner|pronoun	what|that	what|that	none	which one|which way|in which|of which	none	general	general	choice, questions	Global	current	Students will be able to use 'which' for specific choices.	Basic question words and determiners.	'Which' vs 'what'. Relative clause usage.	Use choice activities with limited options.	Which book do you want?	I don't know which way to go.	The method by which this was achieved remains unclear.	TRUE	TRUE	TRUE	10	2026-01-13 10:04:10	3.3	완료	A++	LLM분석(1회시도,완성도100%)	83
☐	How	-	225	how	ADV	WRB	/haʊ/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	어떻게, 얼마나	in what way or manner; to what extent	From Old English 'hū', from Proto-Germanic '*hwō'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	33	5급	초급	adverb	in what way	in what way	none	how are you|how do|how can|how much|how many	none	general	general	manner, questions	Global	current	Students will be able to use 'how' to ask about manner.	Basic question words.	'How' + adjective structures. Question formation.	Use demonstration and process activities.	How are you?	How do you make this?	How one interprets the data depends on theoretical framework.	TRUE	TRUE	TRUE	10	2026-01-13 10:04:20	3.3	완료	A++	LLM분석(1회시도,완성도100%)	84
☐	Will	-	235	will	AUX	MD	/wɪl/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	~할 것이다	expressing the future tense	From Old English 'willan', meaning 'to wish, desire'.	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	35	5급	초급	modal verb	shall|would	shall|would	won't|will not	I will|will be|will you|will not|it will	would|won't	general	general	future, intention	Global	current	Students will be able to use 'will' for future tense.	Basic tenses and modal verbs.	'Will' vs 'going to'. Contracted form 'won't'.	Use future planning activities and predictions.	I will go tomorrow.	It will rain later.	The results will likely confirm our initial hypothesis.	TRUE	TRUE	TRUE	10	2026-01-13 10:04:40	3.3	완료	A++	LLM분석(1회시도,완성도100%)	86
☐	Would	-	240	would	AUX	MD	/wʊd/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	~할 것이다, ~하곤 했다	expressing past habits or polite requests	From Old English 'wolde', past of 'willan'.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	36	5급	초급	modal verb	will|could	will|could	wouldn't	would you|I would|would be|would like|would have	will|wouldn't	general	general	conditional, politeness	Global	current	Students will be able to use 'would' for polite requests.	Basic modal verbs and conditionals.	'Would' in conditionals. Past habits with 'would'.	Use polite request scenarios and conditional practice.	Would you like some tea?	I would go if I could.	One would expect different results under altered conditions.	TRUE	TRUE	TRUE	10	2026-01-13 10:04:50	3.3	완료	A++	LLM분석(1회시도,완성도100%)	87
☐	Could	-	245	could	AUX	MD	/kʊd/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	~할 수 있었다, ~할 수 있을까	past of can; polite possibility	From Old English 'cūþe', past of 'cunnan'.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	37	5급	초급	modal verb	can|might	can|might|able to	couldn't	could you|I could|could be|could have|you could	can|couldn't	general	general	past ability, possibility	Global	current	Students will be able to use 'could' for past ability.	Basic modal verbs.	'Could' vs 'can'. Polite requests with 'could'.	Use past ability stories and polite request practice.	I could swim when I was young.	Could you pass me the salt?	This could potentially lead to significant breakthroughs.	TRUE	TRUE	TRUE	10	2026-01-13 10:05:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	88
☐	Should	-	250	should	AUX	MD	/ʃʊd/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	~해야 한다	used to indicate obligation or advice	From Old English 'sceolde', past of 'sceal'.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	38	5급	초급	modal verb	ought to|must	ought to|must	shouldn't	should be|you should|I should|should have|should not	shouldn't	general	general	obligation, advice	Global	current	Students will be able to use 'should' for advice.	Basic modal verbs.	'Should' vs 'must'. Regret with 'should have'.	Use advice-giving scenarios and problem-solving.	You should study harder.	We should leave now.	Researchers should acknowledge the limitations of their methods.	TRUE	TRUE	TRUE	10	2026-01-13 10:05:10	3.3	완료	A++	LLM분석(1회시도,완성도100%)	89
☐	May	-	255	may	AUX	MD	/meɪ/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	~할 수 있다, ~일지도 모른다	expressing possibility or permission	From Old English 'mæg', from Proto-Germanic '*mag'.	simple	simple	초등	초3-초6	포함	포함	K	2.5	200L-400L	Yes	39	5급	초급	modal verb	might|can	might|can	may not	may be|may have|you may|may not|it may	might	general	general	possibility, permission	Global	current	Students will be able to use 'may' for possibility.	Basic modal verbs.	'May' vs 'might'. Formal permission requests.	Use permission scenarios and possibility discussions.	May I come in?	It may rain tomorrow.	This may constitute a significant methodological advancement.	TRUE	TRUE	TRUE	10	2026-01-13 10:05:20	3.3	완료	A++	LLM분석(1회시도,완성도100%)	90
☐	Must	-	260	must	AUX	MD	/mʌst/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	~해야 한다, ~임에 틀림없다	expressing necessity or strong belief	From Old English 'moste', from Proto-Germanic '*must'.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	40	5급	초급	modal verb	have to|need to	have to|need to	must not|mustn't	must be|you must|I must|must have|must not	mustn't	general	general	necessity, deduction	Global	current	Students will be able to use 'must' for obligation.	Basic modal verbs.	'Must' vs 'have to'. Deduction with 'must'.	Use rule discussions and logical deduction activities.	You must wear a seatbelt.	He must be tired.	One must consider all variables in the analysis.	TRUE	TRUE	TRUE	10	2026-01-13 10:05:30	3.3	완료	A++	LLM분석(1회시도,완성도100%)	91
☐	Does	-	270	does	V	VT	/dʌz/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	하다 (3인칭 단수)	third person singular present of do	From 'do' + third person singular marker.	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	42	5급	초급	verb|auxiliary	do	do	doesn't	does not|it does|does he|does she|what does	do|doesn't	general	general	action, auxiliary	Global	current	Students will be able to use 'does' correctly.	Basic verb forms and third person.	Subject-verb agreement. Question formation.	Use third person scenarios and question drills.	She does her work.	Does he speak English?	How does this theory account for the observed variations?	TRUE	TRUE	TRUE	10	2026-01-13 10:05:50	3.3	완료	A++	LLM분석(1회시도,완성도100%)	93
☐	Did	-	275	did	V	VT	/dɪd/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	했다 (과거)	past tense of do	Past form of 'do'.	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	43	5급	초급	verb|auxiliary	done	done	didn't	did you|I did|did not|what did|why did	do|didn't	general	general	past action, auxiliary	Global	current	Students will be able to use 'did' for past tense.	Basic past tense and auxiliaries.	Past tense questions. 'Did' + base verb.	Use past events and timeline activities.	I did my homework yesterday.	Did you see that?	What did the researchers conclude from their findings?	TRUE	TRUE	TRUE	10	2026-01-13 10:06:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	94
☐	Tell	-	320	tell	V	VT	/tel/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	말하다, 알려주다	communicate information to someone	From Old English 'tellan', meaning 'to count, relate'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	52	5급	초급	inform|relate	inform|relate|communicate	hide|conceal	tell me|tell you|can tell|tell him|tell the truth	told|telling	general	general	communication, information	Global	current	Students will be able to use 'tell' with indirect objects.	Basic communication verbs.	'Tell' + indirect object. 'Tell' vs 'say'.	Use storytelling and information sharing.	Tell me your name.	Can you tell me the time?	Research tells us that environmental factors play a crucial role.	TRUE	TRUE	TRUE	10	2026-01-13 10:07:30	3.3	완료	완료	A++	1	103
☐	Want	-	325	want	V	VT	/wɒnt/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	원하다	have a desire to possess or do something	From Old Norse 'vanta', meaning 'to be lacking'.	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	53	5급	초급	desire|wish	desire|wish|need	refuse|reject	I want|want to|do you want|don't want|if you want	wanted|wanting	general	general	desire, needs	Global	current	Students will be able to use 'want' for desires.	Basic verbs and infinitives.	'Want' + to-infinitive. 'Want' + object + to-infinitive.	Use preference and desire activities.	I want a cookie.	Do you want to play?	Researchers want to understand the underlying mechanisms.	TRUE	TRUE	TRUE	10	2026-01-13 10:07:40	3.3	완료	완료	A++	1	104
☐	Look	-	330	look	V	VI	/lʊk/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	보다, 보이다	direct one's gaze toward something	From Old English 'lōcian', meaning 'to look, see'.	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	54	5급	초급	gaze|appear	gaze|appear|seem	ignore|avoid	look at|look like|look for|take a look|look after	looked|looking	general	general	vision, appearance	Global	current	Students will be able to use 'look' for vision and appearance.	Basic verbs.	'Look' vs 'see' vs 'watch'. Phrasal verbs.	Use observation activities and appearance descriptions.	Look at me.	You look tired.	Looking at the evidence, several patterns become apparent.	TRUE	TRUE	TRUE	10	2026-01-13 10:07:50	3.3	완료	완료	A++	1	105
☐	Use	-	335	use	V	VT	/juːz/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	사용하다	take or employ something for a purpose	From Old French 'user', from Latin 'uti' (to use).	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	55	5급	초급	employ|utilize	employ|utilize|apply	discard|waste	use to|used to|in use|make use of|use for	used|using	general	general	action, purpose	Global	current	Students will be able to use 'use' for tool employment.	Basic verbs.	'Use' vs 'used to'. Pronunciation (/juːz/ vs /juːs/).	Use tool manipulation activities.	I use a pen.	Please use this door.	Researchers use various methodologies to test hypotheses.	TRUE	TRUE	TRUE	10	2026-01-13 10:08:00	3.3	완료	완료	A++	1	106
☐	Find	-	340	find	V	VT	/faɪnd/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	찾다, 발견하다	discover or perceive by chance or effort	From Old English 'findan', from Proto-Germanic '*finþaną'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	56	5급	초급	discover|locate	discover|locate|detect	lose|miss	find out|find it|can find|try to find|find a way	found|finding	general	general	discovery, search	Global	current	Students will be able to use 'find' for discovery.	Basic verbs.	Irregular past tense (find-found-found). 'Find' + object + adjective.	Use search and discovery games.	I find my key.	Did you find it?	Studies find significant correlations between these variables.	TRUE	TRUE	TRUE	10	2026-01-13 10:08:10	3.3	완료	완료	A++	1	107
☐	Give	-	345	give	V	VT	/ɡɪv/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	주다	freely transfer possession of something	From Old English 'giefan', from Proto-Germanic '*gebaną'.	simple	simple	초등	초3-초6	포함	포함	K	1	200L-400L	Yes	57	5급	초급	provide|offer	provide|offer|grant	take|receive	give me|give you|give it|give up|give a	gave|giving|given	general	general	transfer, generosity	Global	current	Students will be able to use 'give' for transfer.	Basic verbs and indirect objects.	Irregular past tense (give-gave-given). Double objects.	Use giving and receiving activities.	Give me the book.	She gives me a gift.	The data give us insight into underlying patterns.	TRUE	TRUE	TRUE	10	2026-01-13 10:08:20	3.3	완료	완료	A++	1	108
☐	Work	-	350	work	V	VI	/wɜːrk/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	일하다, 작동하다	be engaged in physical or mental activity	From Old English 'weorc', from Proto-Germanic '*werkaną'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	58	5급	초급	labor|function	labor|function|operate	rest|play	work on|at work|go to work|work out|work for	worked|working	general	general	employment, function	Global	current	Students will be able to use 'work' for employment.	Basic verbs.	'Work' as noun and verb. Phrasal verbs.	Use job role-play and function demonstrations.	I work at a bank.	Does it work?	This methodology works well for our research purposes.	TRUE	TRUE	TRUE	10	2026-01-13 10:08:30	3.3	완료	완료	A++	1	109
☐	Call	-	355	call	V	VT	/kɔːl/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	부르다, 전화하다	cry out to someone; telephone	From Old English 'ceallian', from Old Norse 'kalla'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	59	5급	초급	name|phone	name|phone|shout	whisper	call me|call you|call it|phone call|call for	called|calling	general	general	communication, naming	Global	current	Students will be able to use 'call' for naming and phoning.	Basic communication verbs.	'Call' + object + name. Phrasal verbs with 'call'.	Use phone role-play and naming activities.	Call me tomorrow.	They call him Tom.	We call this phenomenon linguistic relativity.	TRUE	TRUE	TRUE	10	2026-01-13 10:08:40	3.3	완료	완료	A++	1	110
☐	Try	-	360	try	V	VT	/traɪ/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	시도하다, 노력하다	make an attempt or effort	From Old French 'trier', meaning 'to pick out, select'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	60	5급	초급	attempt|endeavor	attempt|endeavor|strive	give up|quit	try to|try it|let's try|try out|try on	tried|trying	general	general	effort, attempt	Global	current	Students will be able to use 'try' for attempts.	Basic verbs and infinitives.	'Try' + to-infinitive vs gerund. Difference in meaning.	Use challenge activities and problem-solving.	Try this food.	I will try to help.	Researchers try to minimize experimental bias.	TRUE	TRUE	TRUE	10	2026-01-13 10:08:50	3.3	완료	완료	A++	1	111
☐	Ask	-	365	ask	V	VT	/ɑːsk/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	묻다, 요청하다	say something to obtain information	From Old English 'āscian', from Proto-Germanic '*aiskōną'.	simple	simple	초등	초3-초6	포함	포함	K	1.5	200L-400L	Yes	61	5급	초급	question|request	question|request|inquire	answer|reply	ask me|ask you|ask for|ask about|ask him	asked|asking	general	general	questions, requests	Global	current	Students will be able to use 'ask' for questions.	Basic question formation.	'Ask' vs 'tell'. 'Ask' + indirect object.	Use Q&A sessions and request activities.	Ask me a question.	Can I ask you something?	Students should ask critical questions about the methodology.	TRUE	TRUE	TRUE	10	2026-01-13 10:09:00	3.3	완료	완료	A++	1	112
☐	Plane	-	1501	plane	N	CN	/pleɪn/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	비행기	a powered flying vehicle with fixed wings	From Latin 'planum' meaning 'flat surface'.	simple	simple	초등	초3-초6	포함	포함	2	2.5	200L-400L	Yes	45	4급	초급	aircraft|vehicle	airplane|aircraft|jet	airplane|aircraft|jet	none	by plane|plane ticket|plane crash|catch a plane	airplane	general	general	transportation, travel	Global	current	Students will be able to use 'plane' in travel contexts.	Basic transportation vocabulary.	Confusing 'plane' with 'plain'.	Use pictures of different aircraft. Practice travel dialogues.	The plane landed safely.	I took a plane to New York last summer.	The plane's trajectory was affected by strong crosswinds.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1500
☐	Sand	-	1502	sand	N	UN	/sænd/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	모래	loose granular substance found on beaches	From Old English 'sand', of Germanic origin.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	35	5급	초급	material|substance	grain|dust|beach	grain|grit	none	sand castle|sand beach|sandy	sandy|sander	general	general	nature, materials	Global	current	Students will be able to identify and describe sand.	Basic nature vocabulary.	Confusing with 'send'.	Use sensory activities with sand. Beach vocabulary.	We played in the sand.	The children built a sand castle on the beach.	The desert sand stretched endlessly toward the horizon.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1501
☐	Threat	-	1503	threat	N	CN	/θret/	1st-500	1st-1000	Tier-2	Level-4	B1	중빈도	위협	a statement of intention to cause harm	From Old English 'threat' meaning 'oppression'.	simple	simple	중등	중1-중3	포함	포함	5	4	600L-800L	Yes	55	준2급	중급	danger|warning	danger|risk|menace	danger|risk|menace|peril	safety|security	pose a threat|under threat|threat to	threaten|threatening	general	general	safety, danger	Global	current	Students will understand and use 'threat' appropriately.	Vocabulary for danger and safety.	Pronunciation of 'th' sound.	Discuss safety scenarios. News analysis.	This is a serious threat.	Climate change poses a significant threat to coastal cities.	The perceived threat to national security prompted immediate action.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1502
☐	Gain	-	1504	gain	V	VT	/ɡeɪn/	1st-500	1st-1000	Tier-2	Level-3	A2	고빈도	얻다, 증가하다	to obtain or achieve something	From Old French 'gaignier' meaning 'to earn'.	simple	simple	초등	초3-초6	포함	포함	3	3	450L-650L	Yes	52	3급	중급	obtain|acquire	get|earn|acquire	get|earn|acquire|obtain	lose	gain weight|gain experience|gain access	gains|gained|gaining	general	general	achievement, progress	Global	current	Students will use 'gain' for obtaining things.	Basic verbs of acquisition.	Confusing with 'earn'.	Discuss goals and achievements.	I gained weight over the holidays.	She gained valuable experience during her internship.	The company gained a competitive advantage through innovation.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1503
☐	Lawn	-	1505	lawn	N	CN	/lɔːn/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	잔디밭	an area of grass in a garden or park	From Old French 'launde' meaning 'open ground'.	simple	simple	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	45	4급	초급	grass|yard	grass|yard|garden	grass|yard	none	mow the lawn|lawn mower|front lawn	none	general	general	home, garden	Global	current	Students will identify and describe lawns.	Home and garden vocabulary.	Confusing with 'loan'.	Discuss yard work. Home vocabulary.	Mow the lawn every week.	The children played on the lawn in the backyard.	The meticulously maintained lawn was a source of neighborhood pride.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1504
☐	Provision	-	1506	provision	N	CN	/prəˈvɪʒən/	2nd-500	2nd-1000	Tier-2	Level-5	B1	중빈도	공급, 준비	the action of providing something	From Latin 'provisio' meaning 'foresight'.	pro-vision	derived	중등	중1-중3	포함	포함	6	4.5	650L-850L	Yes	58	준2급	중급	supply|preparation	supply|arrangement|preparation	supply|arrangement|stipulation	none	make provision|provision for|food provisions	provide|provider	formal	general	planning, supplies	Global	current	Students will use 'provision' in planning contexts.	Vocabulary for planning and supplies.	Noun/verb confusion.	Discuss planning and preparation.	Make provision for the future.	The contract includes provisions for early termination.	Adequate provisions were made to ensure the expedition's success.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1505
☐	Lift	-	1507	lift	V	VT	/lɪft/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	들어올리다	to raise to a higher position	From Old Norse 'lypta' meaning 'to raise'.	simple	simple	초등	초3-초6	포함	포함	2	2.5	200L-400L	Yes	45	4급	초급	raise|elevate	raise|carry|elevate	raise|hoist|elevate	lower|drop	lift up|give a lift|lift weights	lifter|lifting	general	general	movement, action	Global	current	Students will use 'lift' for raising objects.	Basic action verbs.	Confusing British/American usage (elevator).	Physical demonstrations. Action vocabulary.	Lift the box carefully.	Can you give me a lift to the station?	The crane lifted the heavy materials to the top floor.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1506
☐	Expense	-	1508	expense	N	CN	/ɪkˈspens/	1st-500	1st-1000	Tier-2	Level-4	A2	고빈도	비용	the cost of something	From Latin 'expensa' meaning 'money spent'.	ex-pense	derived	중등	중1-중3	포함	포함	4	3.5	500L-700L	Yes	52	3급	중급	cost|payment	cost|price|charge	cost|price|charge|fee	income|revenue	at the expense of|expense account|travel expenses	expensive|expend	general	general	money, finance	Global	current	Students will use 'expense' in financial contexts.	Basic money vocabulary.	Confusing with 'expensive'.	Discuss budgeting and costs.	The expense was too high.	Travel expenses will be reimbursed by the company.	The project was completed at great expense to the organization.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1507
☐	Surface	-	1509	surface	N	CN	/ˈsɜːrfɪs/	1st-500	1st-1000	Tier-2	Level-3	A2	고빈도	표면	the outside part or top layer	From French 'surface', from 'sur' (over) + 'face'.	sur-face	derived	초등	초3-초6	포함	포함	3	3	400L-600L	Yes	52	3급	중급	exterior|top	top|outside|exterior	top|outside|exterior	inside|interior	on the surface|surface area|scratch the surface	surfacing	general	general	materials, description	Global	current	Students will describe surfaces of objects.	Basic descriptive vocabulary.	Pronunciation difficulties.	Use tactile objects. Description activities.	The surface is smooth.	The submarine rose to the surface of the ocean.	Beneath the surface, deeper issues remained unaddressed.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1508
☐	Shout	-	1510	shout	V	VI	/ʃaʊt/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	외치다	to speak or cry loudly	From Middle English 'shouten', of unknown origin.	simple	simple	초등	초3-초6	포함	포함	2	2.5	200L-400L	Yes	45	4급	초급	yell|scream	yell|scream|cry	yell|scream|cry|call	whisper	shout at|shout out|shout for help	shouting|shouted	general	general	communication, emotion	Global	current	Students will use 'shout' appropriately.	Basic communication verbs.	Overuse in formal contexts.	Role-play scenarios. Emotion vocabulary.	Don't shout at me.	She shouted for help when she saw the fire.	The protesters shouted slogans as they marched through the streets.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1509
☐	Mental	-	1511	mental	ADJ	ADJ	/mentl/	1st-500	1st-1000	Tier-2	Level-4	B1	중빈도	정신의	relating to the mind	From Latin mentalis from mens meaning mind.	ment-al	derived	중등	중1-중3	포함	포함	5	4	600L-800L	Yes	55	준2급	중급	psychological|cognitive	psychological|intellectual	psychological|cognitive|intellectual	physical	mental health|mental illness|mental state	mentally|mentality	general	general	health, psychology	Global	current	Students will discuss mental health topics.	Basic health vocabulary.	Stigma around mental health.	Discuss mental wellness.	Mental health is important.	The exam put a lot of mental pressure on the students.	The study examined the mental processes involved in decision-making.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1510
☐	Framework	-	1512	framework	N	CN	/freɪmwɜːrk/	2nd-500	2nd-1000	Tier-2	Level-5	B1	중빈도	틀, 체계	a basic structure underlying a system	From frame + work.	frame-work	compound	중등	중1-중3	포함	포함	6	4.5	650L-850L	Yes	58	준2급	중급	structure|system	structure|system|foundation	structure|system|foundation	none	legal framework|within the framework|conceptual framework	none	formal	general	organization, structure	Global	current	Students will use framework in organizational contexts.	Basic structural vocabulary.	Abstract concept difficulty.	Discuss organization systems.	We need a clear framework.	The project operates within a strict regulatory framework.	The theoretical framework provides a basis for analysis.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1511
☐	Bang	-	1513	bang	N	CN	/bæŋ/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	쾅 하는 소리	a sudden loud noise	Imitative origin.	simple	simple	초등	초3-초6	포함	포함	2	2.5	200L-400L	Yes	40	4급	초급	noise|sound	boom|crash|explosion	boom|crash|explosion|thud	silence	big bang|bang on|with a bang	banging	general	general	sounds, noise	Global	current	Students will identify and describe loud sounds.	Sound vocabulary.	Onomatopoeia understanding.	Sound identification activities.	I heard a loud bang.	The door closed with a bang.	The theory explains the origin of the universe from the Big Bang.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1512
☐	Font	-	1514	font	N	CN	/fɑːnt/	2nd-500	2nd-1000	Tier-2	Level-3	A2	고빈도	글꼴	a set of type of one particular style	From French fonte meaning casting.	simple	simple	초등	초3-초6	포함	포함	4	3	400L-600L	Yes	50	3급	중급	typeface|text	typeface|type|style	typeface|type	none	font size|font style|change the font	none	general	general	technology, writing	Global	current	Students will select and use fonts.	Basic computer vocabulary.	Confusing font and typeface.	Computer practice.	Change the font size.	Choose a professional font for your resume.	The designer selected an elegant font for the wedding invitations.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1513
☐	Switch	-	1515	switch	V	VT	/swɪtʃ/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	바꾸다, 전환하다	to change from one thing to another	From German origin.	simple	simple	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	48	4급	초급	change|turn	change|turn|exchange	change|turn|exchange|swap	keep	switch on|switch off|switch to	switching|switched	general	general	change, technology	Global	current	Students will use switch for changes.	Basic verbs of change.	On/off confusion.	Practice with electronics.	Switch off the light.	I decided to switch jobs for better opportunities.	The company switched to renewable energy sources.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1514
